pc1,pc2,pc3,pc4,pc5
-0.1794004528395542,0.045749161592803664,0.023820733941877146,-0.06347283878038446,-0.0074794914372992545
-0.06266150990670259,-0.05820488687277968,-0.32152889471982266,0.10362751272164639,-0.11823197428053989
0.29995580977194924,-0.43938874562604147,-0.06313696412648295,-0.08403680262989781,-0.2949623271868681
0.2040834147455558,-0.10221869091474947,-0.31004314362276947,0.12516740998888598,0.33274013112723666
0.15776666881135107,-0.12105431579963014,-0.35322186659559063,0.16819191539803774,0.3009983153169603
0.37220336529809955,-0.32938181316208864,0.25191965254623133,-0.17396253644097806,0.38544853169480914
0.17865421335503687,-0.2832808813674219,0.6539977238357275,0.5112158455056709,-0.31420449343661355
0.27775238151036774,-0.40644190709284816,0.3116381628220422,-0.18140576844494005,0.23293513122013812
0.3028353869066029,0.5958496873921284,0.4429549369645196,0.5302487476596978,-0.2835392598815307
0.1533331016889341,-0.3497140025184229,0.2770202060673179,-0.2361168270910316,-0.17434719140793273
0.4340659583738298,0.5573608223496391,0.47308790702503223,0.5635556904880219,0.0968651423895169
-0.0720012103826205,-0.06494525995802243,-0.30253374521217774,0.09044212491730867,-0.11320679574615551
0.1618407088308314,-0.09094064778683536,-0.3144403309191594,0.12827361874773496,0.26318165681860495
0.2790323934045905,-0.3949336530453361,0.3040794053339622,-0.17044923944958346,0.23019564870542158
0.19794532484960684,-0.4093465144160499,-0.07047623659831558,-0.0505732886566215,-0.27842097508533187
-0.0415988764307156,-0.10702759061010338,-0.39532081536212765,0.125355130326072,-0.1607414488386426
0.06663112612985034,-0.0980599865700243,-0.27743837037425134,0.1277959317887946,0.240333228956881
0.017148926776829686,0.05191266805689103,0.4195423915092453,0.7011913527343262,0.23644370309142795
0.29915181953153813,-0.35556442734438215,0.24064856424531755,0.6783995491268016,-0.4226861423419669
0.0023832360726195067,0.01485576970175269,0.006056572478109138,-0.015394086445023807,0.36751935992141044
-0.006189034100646269,-0.05680691165095099,-0.33150041530940105,0.07596425496671345,-0.10078536980216085
-0.2175130237178107,0.019145629987550816,0.038763094701398354,-0.05411796711904011,-0.004776726329741631
0.14178639730829437,-0.3354963509874158,0.2599467942569107,-0.22633458780851648,-0.19292742049444978
-0.10234949137821299,-0.0659869468115354,-0.2844208936506391,0.08058272462205845,-0.12758324131609708
-0.10739230592486605,0.011841210213843373,0.07039453498169937,-0.018822779827970572,0.34491653685842855
-0.23716441318237777,0.03778579095635721,0.02577135979415281,-0.03929915191503829,-0.01714155605998424
0.32473831096505223,0.6328453716065885,0.054405232806503216,-0.23590050879865782,-0.16640769930309962
0.0877943189284205,-0.11103727884426717,-0.33582825056965476,0.15247345809780527,0.22313917586195822
0.025928826604364217,-0.008027820774841975,0.03400872915914842,-0.02849268761074392,0.4213208701994457
0.048069857248461835,-0.0954007226309395,-0.42247160295127745,0.12479359279009904,-0.13482232736423158
0.16321088979095272,-0.12099352851844081,-0.2914336495255385,0.14967795248114926,0.3282728515816281
0.5454410601440921,0.2198223825162527,0.3393726102929666,-0.36857133064797387,-0.3705177928235215
0.036550368227780884,-0.3008333347783524,0.2591297433133538,-0.19821859613065124,-0.16696359120444282
0.2958266458171435,-0.37614186449999226,-0.10631570976720806,-0.09779340944191317,-0.25307774652478854
-0.09430263034800147,-0.007823080384902975,0.051878617100108784,-0.017832671710831312,0.34184888665643914
0.002875030875324628,-0.05110871846314762,-0.3398896477775353,0.08230446395203132,-0.10356467207220793
0.026967264559332606,-0.025867705562212448,-0.33759669614688936,0.071169515784289,-0.09721748108182879
-0.023018626211854586,-0.04085604449612752,-0.3187021181274722,0.08712185219235452,-0.11097819922615296
-0.18127896759457113,0.052211892632682014,0.0073698252605238134,-0.05418928868105834,-0.0026520458381457503
0.04326950004422931,-0.022642242999500795,0.0010507878777075705,0.8359066489629876,-0.26477969481610714
0.27046224902717186,-0.3918970856113259,0.29372943778643806,-0.16710581428864593,0.22002447404879227
-0.022786869779649464,0.024207689794893798,0.026439981068769724,-0.015183040768131949,0.36055065494097077
-0.037222611139115264,-0.025916139370699805,0.057630482162609645,-0.017486075454722368,0.4178030285247502
0.34032035423698803,-0.3846107205346056,0.28570069956130817,-0.1889404084784855,0.24478468378926457
-0.11022267092606726,0.047510224904579956,-0.0024667804148805835,-0.07409726434839736,0.0238305884313417
0.5032010724786996,-0.4871425155197202,-0.05669622254799825,-0.043186914710332515,0.14176246640220472
0.2226935677843206,-0.4295892478501721,-0.12303221767632933,-0.04267253579701162,-0.28280399744640533
0.12768443854279937,-0.23418176315559244,0.6141248294971154,0.5308688760306033,-0.3100249335497195
-0.22394321164885014,0.040916052963964875,0.02134825597409128,-0.027334373480517947,-0.020431109391930085
0.04153174483978466,0.038545658634883365,0.410463058321635,0.7041664307784417,0.23989452782761184
0.13453955604001672,-0.3335778396473704,0.2677787949951331,-0.22049921897642732,-0.19442099050030046
-0.22181055414076445,0.032719806610399894,0.03012857517009962,-0.046088293025707876,-0.006851850367684541
0.028459535060473433,-0.31255034935930365,0.27909448561273204,-0.20250503243083462,-0.17300270579637347
0.06157159006152549,0.03902720482720821,0.42005097601619157,0.7094382773197722,0.3116291700164101
-0.04911973613870177,-0.09989810912609111,-0.3865331721981181,0.12596568695004054,-0.15925401221559565
0.20854903143414563,-0.3281746836999116,0.2416369581501606,-0.2399474719113356,-0.17152679309997254
0.31113488450115384,0.5453109997605949,0.05961091307549708,-0.2327820187863339,-0.12059416889284608
0.07398164218530398,-0.293512012908458,0.2479246540043032,-0.2165559527814637,-0.1675091108825567
0.035220344247003134,0.052839727781426246,0.41384176039149223,0.7119252182310601,0.23951148333817598
0.06685583150797975,-0.007147787444962172,0.02506370927527481,0.002809453294598269,0.5413452979882302
-0.1670745630573965,0.053343896490673,0.013557957802918512,-0.04990876454428762,-0.003672532646646462
-0.007919862941169788,0.01854170713280331,0.014008394264945209,-0.008665676006901208,0.36509975206930395
-0.027628881645448085,-0.10088974245240721,-0.3626065003675961,0.11112864734145124,-0.12479512627615266
-0.1485893181925686,0.11113513413298157,0.39170648866208996,0.6795145307853891,-0.1474053944113383
0.19463812052981108,-0.34343121647128283,0.27755595988154136,-0.16680699148709602,0.18976110133428922
0.33954620405781083,0.6133217304126561,0.4217378115872988,0.5193046442828785,-0.26257102233187385
0.2002791855680894,0.5413950216229699,0.06778258225118466,-0.17705523651745367,-0.163236443897798
-0.023256687249254504,-0.009166379330991086,0.02880214505177711,0.006395128746084711,0.4095371581736307
-0.23644015329271703,0.04981800256483526,0.017346886811503905,-0.0274000678831356,-0.02007449379662078
-0.037759424791266726,0.01827303488858086,0.03509757478243018,-0.026982846195234937,0.35545876942331084
0.06653480529738014,-0.2707009582489592,0.24489108707971532,-0.20620063059552265,-0.17825525984791118
0.09044491840470145,-0.29271697326406226,0.2536876764362113,-0.21235120792220102,-0.16203678453821313
0.17963432880156827,-0.3194511628061067,0.2516907899312552,-0.23960945707530373,-0.18857777674379478
0.6383771843789074,0.43192279146600443,-0.2762386436173441,-0.03638601748834327,0.18703142701588393
0.45835725885969647,0.44247217187042087,-0.3233919503741533,-0.06614925611761087,-0.2540470137721947
-0.04874191914745315,-0.0714068023547663,-0.36737842792997094,0.12025839642750429,-0.1413191322839525
-0.23657850770013242,0.036878153507641044,0.027615041129919197,-0.03760872859828932,-0.018497269814241334
0.37287519721822043,-0.4393731779320971,-0.12732913593487927,-0.07584450424135873,-0.2967918643936352
0.1228663627711168,-0.32816110273466415,0.29696061290014647,-0.23208883162477717,-0.18843282301237663
0.29350426244103006,-0.43448884458363274,-0.06316422565657925,-0.07973654080140767,-0.2950811772647958
0.18750729213008965,-0.41319766308537453,-0.07243531290618234,-0.06887115684761803,-0.2811062959544741
0.02438225815726548,-0.06258190670514953,-0.3368741645840528,0.08519028221912146,-0.09704591156607748
0.08909186557979931,-0.29067597713067295,0.23993349339230657,-0.20869186764233758,-0.1641573237447951
-0.0861516649415547,0.010976342388393472,0.048244622906498946,-0.00043401172963576347,0.33800567796510417
0.6489358044593629,0.3807712673358318,-0.3535900466411513,0.025518642004194216,0.15157190612296648
-0.011491217105454171,-0.014696317181432649,0.04101673539056465,0.0058392526954980685,0.4183305452459895
