existing_checking_account_status,duration_mth,credit_history,purpose,credit_amount,saving_accounts_or_bonds,present_employment_since,installment_rate_percent,personal_status_sex,other_debtors_or_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,no_of_existing_credits,job,no_of_ppl_liable,telephone,monthly_affordability_amount,label
0.26571428571428574,0.2084816334711527,0.3,0.16714285714285715,0.7284676390425895,0.6057142857142858,0.25,1,0.30428571428571427,0.9114285714285715,4,0.22428571428571428,-1.1283959579554579,0.8285714285714286,0.7171428571428572,2,0.6271428571428571,1,0.6057142857142858,0.28634675371611823,0
0.3985714285714286,0.9068476133653771,0.5214285714285715,0.28285714285714286,-0.3457058807672025,0.17857142857142858,0.25,4,0.54,0.9114285714285715,4,0.3357142857142857,1.8167980556374008,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.3942857142857143,-0.7855612306011596,0
0.3985714285714286,1.2208750601667522,0.3,0.10714285714285714,1.8926382823610137,0.17857142857142858,0.25,2,0.54,0.9114285714285715,4,0.15142857142857144,0.739461338491375,0.8285714285714286,0.10571428571428572,2,0.6271428571428571,1,0.6057142857142858,1.430454688378343,0
0.26571428571428574,1.3587392138509804,0.3,0.16714285714285715,2.2852970721682464,0.17857142857142858,0.17285714285714285,4,0.54,0.9114285714285715,4,0.22428571428571428,-0.38359868907389816,0.8285714285714286,0.7171428571428572,2,0.14285714285714285,1,0.3942857142857143,2.4906386932880764,0
0.26571428571428574,0.02701053204185312,0.5214285714285715,0.24714285714285714,-0.10413463131323825,0.10428571428571429,0.17285714285714285,4,0.54,0.9114285714285715,3,0.3357142857142857,-0.38359868907389816,0.8285714285714286,0.7171428571428572,1,0.14285714285714285,2,0.3942857142857143,-0.01490060067380669,0
0.2757142857142857,-0.287016914759522,0.08571428571428572,0.24714285714285714,-0.40909058268334986,0.6057142857142858,0.18571428571428572,2,0.30428571428571427,0.9114285714285715,1,0.2885714285714286,-0.8612334532896165,0.8285714285714286,0.17714285714285713,2,0.022857142857142857,1,0.6057142857142858,-0.5834962302966965,1
0.26571428571428574,1.4863814833241447,0.5214285714285715,0.16714285714285715,1.5233108078963982,0.6057142857142858,0.17285714285714285,2,0.54,0.08857142857142856,4,0.22428571428571428,0.9697422583438209,0.8285714285714286,0.10571428571428572,1,0.6271428571428571,2,0.6057142857142858,0.7957490925842681,0
0.2757142857142857,0.5225090802725286,0.5214285714285715,0.10714285714285714,2.1299187643717192,0.6057142857142858,0.25,4,0.30428571428571427,0.9114285714285715,2,0.15142857142857144,0.894733495760251,0.8285714285714286,0.10571428571428572,1,0.14285714285714285,1,0.3942857142857143,2.6593734681230297,1
0.26571428571428574,0.5225090802725286,0.5214285714285715,0.10714285714285714,0.2364696818954556,0.6057142857142858,0.33714285714285713,3,0.54,0.08857142857142856,4,0.15142857142857144,2.092802285909094,0.12857142857142856,0.7171428571428572,1,0.6271428571428571,2,0.3942857142857143,-0.058002662389584264,0
0.2757142857142857,0.5225090802725286,0.3,0.1957142857142857,1.1124577683248618,0.6057142857142858,0.18571428571428572,2,0.30428571428571427,0.9114285714285715,4,0.15142857142857144,-1.1283959579554579,0.8285714285714286,0.10571428571428572,2,0.6271428571428571,1,0.3942857142857143,0.8389830212002279,0
0.2757142857142857,-0.6713554478523704,0.5214285714285715,0.28285714285714286,-1.7658307576295884,0.6057142857142858,0.18571428571428572,4,0.10285714285714286,0.08857142857142856,1,0.2885714285714286,-0.8612334532896165,0.12857142857142856,0.7171428571428572,1,0.20714285714285716,1,0.6057142857142858,-1.7675265327049006,0
0.2757142857142857,0.5225090802725286,0.5214285714285715,0.28285714285714286,0.954289229908682,0.17857142857142858,0.25,2,0.30428571428571427,0.9114285714285715,4,0.3357142857142857,0.739461338491375,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.3942857142857143,0.6306394928622048,0
0.3985714285714286,-0.6713554478523704,0.3,0.1957142857142857,0.4936895595426805,0.17857142857142858,0.18571428571428572,2,0.54,0.9114285714285715,1,0.22428571428571428,0.3163959008835338,0.8285714285714286,0.7171428571428572,2,0.20714285714285716,2,0.6057142857142858,0.9063300761362975,0
0.26571428571428574,-0.6713554478523704,0.5214285714285715,0.16714285714285715,1.5205088802835312,0.6057142857142858,0.25,4,0.54,0.9114285714285715,4,0.15142857142857144,1.5158962799303233,0.8285714285714286,0.10571428571428572,1,0.14285714285714285,1,0.3942857142857143,2.561321684115195,1
0.3985714285714286,0.3726422129683802,0.5214285714285715,0.24714285714285714,-0.8325159016065031,0.17857142857142858,0.17285714285714285,4,0.30428571428571427,0.9114285714285715,4,0.22428571428571428,-0.9921423676100591,0.8285714285714286,0.17714285714285713,1,0.6271428571428571,1,0.6057142857142858,-1.1653185834100737,0
0.3985714285714286,-1.8652199759772696,0.5214285714285715,0.16714285714285715,-0.593053837334162,0.045714285714285714,0.33714285714285713,4,0.05285714285714286,0.9114285714285715,2,0.2885714285714286,-0.06547718748089627,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.6057142857142858,0.6596882753661097,0
0.2757142857142857,-1.1668539960830453,0.5214285714285715,0.24714285714285714,0.35149108925426176,0.17857142857142858,0.33714285714285713,1,0.30428571428571427,0.9114285714285715,2,0.2885714285714286,-0.06547718748089627,0.8285714285714286,0.7171428571428572,1,0.20714285714285716,1,0.6057142857142858,0.9903821325475409,0
0.2757142857142857,0.02701053204185312,0.5214285714285715,0.28285714285714286,-0.8144361412729847,0.6057142857142858,0.25,4,0.10285714285714286,0.08857142857142856,2,0.2885714285714286,-0.1681852747143106,0.8285714285714286,0.7171428571428572,1,0.20714285714285716,1,0.6057142857142858,-0.9505273963103077,0
0.2757142857142857,0.9068476133653771,0.5214285714285715,0.16714285714285715,0.4477483361817995,0.10428571428571429,0.33714285714285713,2,0.30428571428571427,0.08857142857142856,4,0.3357142857142857,-1.5740902921674929,0.8285714285714286,0.17714285714285713,1,0.6271428571428571,1,0.6057142857142858,-0.28475823674301726,1
0.3985714285714286,-0.6713554478523704,0.3,0.28285714285714286,-0.5021205555462066,0.6057142857142858,0.25,2,0.54,0.9114285714285715,4,0.2885714285714286,2.092802285909094,0.8285714285714286,0.7171428571428572,2,0.20714285714285716,1,0.3942857142857143,-0.4053757473467913,0
0.3985714285714286,-0.287016914759522,0.3,0.24714285714285714,0.9442960011149598,0.17857142857142858,0.25,1,0.30428571428571427,0.9114285714285715,4,0.3357142857142857,1.8738549914264933,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.3942857142857143,0.9896457168947336,0
0.2757142857142857,0.5225090802725286,0.5214285714285715,0.28285714285714286,-0.23134360182320857,0.6057142857142858,0.18571428571428572,1,0.10285714285714286,0.9114285714285715,1,0.22428571428571428,-1.4188181348986153,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.3942857142857143,-1.2335452173540067,1
0.3985714285714286,-0.287016914759522,0.3,0.28285714285714286,-0.6550660930416087,0.6057142857142858,0.33714285714285713,4,0.54,0.9114285714285715,4,0.15142857142857144,0.13091765995521398,0.8285714285714286,0.10571428571428572,2,0.6271428571428571,1,0.3942857142857143,-0.5525692005885321,0
0.26571428571428574,0.5225090802725286,0.5214285714285715,0.16714285714285715,0.2680370120908764,0.17857142857142858,0.33714285714285713,2,0.10285714285714286,0.9114285714285715,4,0.3357142857142857,-1.7369396364916188,0.8285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.6057142857142858,-0.27330897768476425,1
0.06,-0.6713554478523704,0.5214285714285715,0.16714285714285715,-0.10298111654502914,0.6057142857142858,0.33714285714285713,1,0.30428571428571427,0.9114285714285715,2,0.3357142857142857,1.043102342472338,0.8285714285714286,0.7171428571428572,1,0.20714285714285716,1,0.6057142857142858,-0.05360344135101048,0
0.3985714285714286,-1.1668539960830453,0.5214285714285715,0.1957142857142857,-0.674620907325479,0.6057142857142858,0.17285714285714285,3,0.30428571428571427,0.9114285714285715,2,0.3357142857142857,-0.735265693778886,0.8285714285714286,0.7171428571428572,2,0.6271428571428571,1,0.6057142857142858,-0.09997963920829649,0
0.3985714285714286,1.7163736083974277,0.08571428571428572,0.1957142857142857,0.5096080689501009,0.6057142857142858,0.33714285714285713,1,0.30428571428571427,0.9114285714285715,1,0.2885714285714286,-0.735265693778886,0.04285714285714286,0.7171428571428572,1,0.6271428571428571,1,0.6057142857142858,-1.139949180631703,0
